pokemonKey,pokemonName,moveName,naturalSource,level,versionGroup,learnMethod,formerLearnMethod,naturalizedRareTm
ferrothorn,Ferrothorn,Gyro Ball,level-up,21,,,,no
ferrothorn,Ferrothorn,Iron Defense,level-up,26,,,,no
ferrothorn,Ferrothorn,Mirror Shot,level-up,30,,,,no
ferrothorn,Ferrothorn,Ingrain,level-up,35,,,,no
ferrothorn,Ferrothorn,Self-Destruct,level-up,38,,,,no
ferrothorn,Ferrothorn,Power Whip,level-up,40,,,,no
ferrothorn,Ferrothorn,Iron Head,level-up,46,,,,no
ferrothorn,Ferrothorn,Payback,level-up,53,,,,no
ferrothorn,Ferrothorn,Flash Cannon,level-up,61,,,,no
ferrothorn,Ferrothorn,Explosion,level-up,67,,,,no
fezandipiti,Fezandipiti,Double Kick,level-up,1,,,,no
fezandipiti,Fezandipiti,Peck,level-up,1,,,,no
fezandipiti,Fezandipiti,Poison Gas,level-up,1,,,,no
fezandipiti,Fezandipiti,Disarming Voice,level-up,1,,,,no
fezandipiti,Fezandipiti,Quick Attack,level-up,8,,,,no
fezandipiti,Fezandipiti,Attract,level-up,16,,,,no
fezandipiti,Fezandipiti,Wing Attack,level-up,24,,,,no
fezandipiti,Fezandipiti,Cross Poison,level-up,32,,,,no
fezandipiti,Fezandipiti,Tail Slap,level-up,40,,,,no
fezandipiti,Fezandipiti,Beat Up,level-up,48,,,,no
fezandipiti,Fezandipiti,Swagger,level-up,56,,,,no
fezandipiti,Fezandipiti,Flatter,level-up,56,,,,no
fezandipiti,Fezandipiti,Roost,level-up,64,,,,no
fezandipiti,Fezandipiti,Moonblast,level-up,72,,,,no
fidough,Fidough,Tackle,level-up,1,,,,no
fidough,Fidough,Growl,level-up,1,,,,no
fidough,Fidough,Lick,level-up,3,,,,no
fidough,Fidough,Tail Whip,level-up,6,,,,no
fidough,Fidough,Covet,level-up,8,,,,no
fidough,Fidough,Bite,level-up,11,,,,no
fidough,Fidough,Baby-Doll Eyes,level-up,15,,,,no
fidough,Fidough,Play Rough,level-up,18,,,,no
fidough,Fidough,Work Up,level-up,22,,,,no
fidough,Fidough,Baton Pass,level-up,26,,,,no
fidough,Fidough,Roar,level-up,30,,,,no
fidough,Fidough,Double-Edge,level-up,33,,,,no
fidough,Fidough,Charm,level-up,36,,,,no
fidough,Fidough,Crunch,level-up,40,,,,no
fidough,Fidough,Last Resort,level-up,45,,,,no
finizen,Finizen,Supersonic,level-up,1,,,,no
finizen,Finizen,Water Gun,level-up,1,,,,no
finizen,Finizen,Astonish,level-up,7,,,,no
finizen,Finizen,Focus Energy,level-up,10,,,,no
finizen,Finizen,Aqua Jet,level-up,13,,,,no
finizen,Finizen,Double Hit,level-up,17,,,,no
finizen,Finizen,Dive,level-up,21,,,,no
finizen,Finizen,Charm,level-up,25,,,,no
finizen,Finizen,Acrobatics,level-up,29,,,,no
finizen,Finizen,Encore,level-up,34,,,,no
finizen,Finizen,Aqua Tail,level-up,39,,,,no
finizen,Finizen,Mist,level-up,44,,,,no
finizen,Finizen,Hydro Pump,level-up,50,,,,no
finizen,Finizen,Boomburst,naturalized-rare-tm,,scarlet-violet,egg,egg,yes
finneon,Finneon,Pound,level-up,1,,,,no
finneon,Finneon,Water Gun,level-up,6,,,,no
finneon,Finneon,Attract,level-up,10,,,,no
finneon,Finneon,Rain Dance,level-up,13,,,,no
finneon,Finneon,Gust,level-up,17,,,,no
finneon,Finneon,Water Pulse,level-up,22,,,,no
finneon,Finneon,Captivate,level-up,26,,,,no
finneon,Finneon,Safeguard,level-up,29,,,,no
finneon,Finneon,Aqua Ring,level-up,33,,,,no
finneon,Finneon,Whirlpool,level-up,38,,,,no
finneon,Finneon,U-turn,level-up,42,,,,no
finneon,Finneon,Bounce,level-up,45,,,,no
finneon,Finneon,Silver Wind,level-up,49,,,,no
finneon,Finneon,Soak,level-up,54,,,,no
finneon,Finneon,Flail,level-up,26,,,,no
finneon,Finneon,Tailwind,level-up,49,,,,no
flaaffy,Flaaffy,Tackle,level-up,1,,,,no
flaaffy,Flaaffy,Growl,level-up,1,,,,no
flaaffy,Flaaffy,Thunder Shock,level-up,1,,,,no
flaaffy,Flaaffy,Thunder Wave,level-up,18,,,,no
flaaffy,Flaaffy,Cotton Spore,level-up,27,,,,no
flaaffy,Flaaffy,Light Screen,level-up,36,,,,no
flaaffy,Flaaffy,Thunder,level-up,45,,,,no
flaaffy,Flaaffy,Charge,level-up,25,,,,no
flaaffy,Flaaffy,Discharge,level-up,31,,,,no
flaaffy,Flaaffy,Signal Beam,level-up,36,,,,no
flaaffy,Flaaffy,Power Gem,level-up,47,,,,no
flaaffy,Flaaffy,Electro Ball,level-up,31,,,,no
flaaffy,Flaaffy,Cotton Guard,level-up,36,,,,no
flaaffy,Flaaffy,Take Down,level-up,20,,,,no
flaaffy,Flaaffy,Confuse Ray,level-up,29,,,,no
flaaffy,Flaaffy,Charge Beam,level-up,47,,,,no
flaaffy,Flaaffy,Dazzling Gleam,level-up,47,,,,no
flabebe,Flabébé,Tackle,level-up,1,,,,no
flabebe,Flabébé,Vine Whip,level-up,1,,,,no
flabebe,Flabébé,Fairy Wind,level-up,6,,,,no
flabebe,Flabébé,Lucky Chant,level-up,10,,,,no
flabebe,Flabébé,Razor Leaf,level-up,15,,,,no
flabebe,Flabébé,Wish,level-up,20,,,,no
flabebe,Flabébé,Magical Leaf,level-up,22,,,,no
flabebe,Flabébé,Grassy Terrain,level-up,24,,,,no
flabebe,Flabébé,Petal Blizzard,level-up,28,,,,no
flabebe,Flabébé,Aromatherapy,level-up,33,,,,no
flabebe,Flabébé,Misty Terrain,level-up,37,,,,no
flabebe,Flabébé,Moonblast,level-up,41,,,,no
flabebe,Flabébé,Petal Dance,level-up,45,,,,no
flabebe,Flabébé,Solar Beam,level-up,48,,,,no
flabebe,Flabébé,Safeguard,level-up,10,,,,no
flabebe,Flabébé,Synthesis,level-up,33,,,,no
flabebe,Flabébé,Tearful Look,naturalized-rare-tm,,scarlet-violet,egg,egg,yes
flamigo,Flamigo,Peck,level-up,1,,,,no
flamigo,Flamigo,Copycat,level-up,1,,,,no
flamigo,Flamigo,Double Kick,level-up,5,,,,no
flamigo,Flamigo,Detect,level-up,9,,,,no
flamigo,Flamigo,Wing Attack,level-up,12,,,,no
flamigo,Flamigo,Focus Energy,level-up,15,,,,no
flamigo,Flamigo,Low Kick,level-up,18,,,,no
flamigo,Flamigo,Feint,level-up,21,,,,no
flamigo,Flamigo,Payback,level-up,27,,,,no
flamigo,Flamigo,Roost,level-up,31,,,,no
flamigo,Flamigo,Air Slash,level-up,35,,,,no
flamigo,Flamigo,Mega Kick,level-up,39,,,,no
flamigo,Flamigo,Throat Chop,level-up,48,,,,no
flamigo,Flamigo,Brave Bird,level-up,54,,,,no
flapple,Flapple,Wing Attack,level-up,0,,,,no
flapple,Flapple,Recycle,level-up,1,,,,no
flapple,Flapple,Withdraw,level-up,1,,,,no
flapple,Flapple,Astonish,level-up,1,,,,no
flapple,Flapple,Growth,level-up,1,,,,no
flapple,Flapple,Twister,level-up,1,,,,no
flapple,Flapple,Acid Spray,level-up,4,,,,no
flapple,Flapple,Acrobatics,level-up,8,,,,no
flapple,Flapple,Leech Seed,level-up,12,,,,no
flapple,Flapple,Protect,level-up,16,,,,no
flapple,Flapple,Dragon Breath,level-up,20,,,,no
flapple,Flapple,Dragon Dance,level-up,24,,,,no
flapple,Flapple,Dragon Pulse,level-up,28,,,,no
flapple,Flapple,Grav Apple,level-up,32,,,,no
flapple,Flapple,Iron Defense,level-up,36,,,,no
flapple,Flapple,Fly,level-up,40,,,,no
flapple,Flapple,Dragon Rush,level-up,44,,,,no
flareon,Flareon,Tackle,level-up,1,,,,no
flareon,Flareon,Sand Attack,level-up,1,,,,no
flareon,Flareon,Quick Attack,level-up,1,,,,no
flareon,Flareon,Ember,level-up,1,,,,no
flareon,Flareon,Tail Whip,level-up,37,,,,no
flareon,Flareon,Bite,level-up,40,,,,no
flareon,Flareon,Leer,level-up,42,,,,no
flareon,Flareon,Fire Spin,level-up,44,,,,no
flareon,Flareon,Rage,level-up,48,,,,no
flareon,Flareon,Flamethrower,level-up,54,,,,no
flareon,Flareon,Smog,level-up,42,,,,no
flareon,Flareon,Fire Fang,level-up,43,,,,no
flareon,Flareon,Last Resort,level-up,50,,,,no
flareon,Flareon,Scary Face,level-up,64,,,,no
flareon,Flareon,Fire Blast,level-up,71,,,,no
flareon,Flareon,Lava Plume,level-up,78,,,,no
flareon,Flareon,Flare Blitz,level-up,45,,,,no
flareon,Flareon,Baby-Doll Eyes,level-up,9,,,,no
flareon,Flareon,Growl,level-up,1,,,,no
flareon,Flareon,Covet,level-up,1,,,,no
flareon,Flareon,Swift,level-up,1,,,,no
flareon,Flareon,Copycat,level-up,1,,,,no
flareon,Flareon,Baton Pass,level-up,1,,,,no
flareon,Flareon,Take Down,level-up,1,,,,no
flareon,Flareon,Charm,level-up,1,,,,no
flareon,Flareon,Double-Edge,level-up,1,,,,no
flareon,Flareon,Refresh,level-up,20,,,,no
flareon,Flareon,Trump Card,level-up,45,,,,no
flareon,Flareon,Synchronoise,naturalized-rare-tm,,showdown-gen-7,egg,egg,yes
fletchinder,Fletchinder,Tackle,level-up,1,,,,no
fletchinder,Fletchinder,Growl,level-up,1,,,,no
fletchinder,Fletchinder,Quick Attack,level-up,6,,,,no
fletchinder,Fletchinder,Peck,level-up,10,,,,no
fletchinder,Fletchinder,Agility,level-up,13,,,,no
fletchinder,Fletchinder,Flail,level-up,16,,,,no
fletchinder,Fletchinder,Ember,level-up,17,,,,no
fletchinder,Fletchinder,Roost,level-up,25,,,,no
fletchinder,Fletchinder,Razor Wind,level-up,27,,,,no
fletchinder,Fletchinder,Natural Gift,level-up,31,,,,no
fletchinder,Fletchinder,Flame Charge,level-up,38,,,,no
fletchinder,Fletchinder,Acrobatics,level-up,42,,,,no
fletchinder,Fletchinder,Me First,level-up,46,,,,no
fletchinder,Fletchinder,Tailwind,level-up,51,,,,no
fletchinder,Fletchinder,Steel Wing,level-up,55,,,,no
fletchinder,Fletchinder,Feint,level-up,1,,,,no
fletchinder,Fletchinder,Aerial Ace,level-up,36,,,,no
fletchinder,Fletchinder,Fly,level-up,64,,,,no
fletchling,Fletchling,Tackle,level-up,1,,,,no
fletchling,Fletchling,Growl,level-up,1,,,,no
fletchling,Fletchling,Quick Attack,level-up,6,,,,no
fletchling,Fletchling,Peck,level-up,10,,,,no
fletchling,Fletchling,Agility,level-up,13,,,,no
fletchling,Fletchling,Flail,level-up,16,,,,no
fletchling,Fletchling,Roost,level-up,21,,,,no
fletchling,Fletchling,Razor Wind,level-up,25,,,,no
fletchling,Fletchling,Natural Gift,level-up,29,,,,no
fletchling,Fletchling,Flame Charge,level-up,34,,,,no
fletchling,Fletchling,Acrobatics,level-up,39,,,,no
fletchling,Fletchling,Me First,level-up,41,,,,no
fletchling,Fletchling,Tailwind,level-up,45,,,,no
fletchling,Fletchling,Steel Wing,level-up,48,,,,no
fletchling,Fletchling,Ember,level-up,10,,,,no
fletchling,Fletchling,Aerial Ace,level-up,30,,,,no
fletchling,Fletchling,Fly,level-up,50,,,,no
flittle,Flittle,Growl,level-up,1,,,,no
flittle,Flittle,Peck,level-up,1,,,,no
flittle,Flittle,Confusion,level-up,5,,,,no
flittle,Flittle,Baby-Doll Eyes,level-up,8,,,,no
flittle,Flittle,Disarming Voice,level-up,11,,,,no
flittle,Flittle,Quick Attack,level-up,15,,,,no
flittle,Flittle,Psybeam,level-up,19,,,,no
flittle,Flittle,Pluck,level-up,24,,,,no
flittle,Flittle,Agility,level-up,29,,,,no
flittle,Flittle,Uproar,level-up,34,,,,no
floatzel,Floatzel,Ice Fang,level-up,1,,,,no
floatzel,Floatzel,Sonic Boom,level-up,1,,,,no
floatzel,Floatzel,Growl,level-up,1,,,,no
floatzel,Floatzel,Water Sport,level-up,1,,,,no
floatzel,Floatzel,Quick Attack,level-up,1,,,,no
floatzel,Floatzel,Water Gun,level-up,6,,,,no
floatzel,Floatzel,Pursuit,level-up,10,,,,no
floatzel,Floatzel,Swift,level-up,15,,,,no
floatzel,Floatzel,Aqua Jet,level-up,21,,,,no
floatzel,Floatzel,Crunch,level-up,26,,,,no
floatzel,Floatzel,Agility,level-up,29,,,,no
floatzel,Floatzel,Whirlpool,level-up,39,,,,no
floatzel,Floatzel,Razor Wind,level-up,50,,,,no
floatzel,Floatzel,Aqua Tail,level-up,62,,,,no
floatzel,Floatzel,Double Hit,level-up,29,,,,no
floatzel,Floatzel,Hydro Pump,level-up,57,,,,no
floatzel,Floatzel,Tackle,level-up,1,,,,no
floatzel,Floatzel,Tail Whip,level-up,7,,,,no
floatzel,Floatzel,Bite,level-up,18,,,,no
floatzel,Floatzel,Waterfall,level-up,41,,,,no
floatzel,Floatzel,Soak,level-up,1,,,,no
floatzel,Floatzel,Liquidation,level-up,41,,,,no
floatzel,Floatzel,Wave Crash,level-up,62,,,,no
floatzel,Floatzel,Double Slap,naturalized-rare-tm,,showdown-gen-7,egg,egg,yes
floatzel,Floatzel,Fury Swipes,naturalized-rare-tm,,showdown-gen-9,egg,egg,yes
floette,Floette,Tackle,level-up,1,,,,no
floette,Floette,Vine Whip,level-up,1,,,,no
floette,Floette,Fairy Wind,level-up,6,,,,no
floette,Floette,Lucky Chant,level-up,10,,,,no
floette,Floette,Razor Leaf,level-up,15,,,,no
floette,Floette,Wish,level-up,20,,,,no
floette,Floette,Magical Leaf,level-up,25,,,,no
floette,Floette,Grassy Terrain,level-up,27,,,,no
floette,Floette,Petal Blizzard,level-up,33,,,,no
floette,Floette,Aromatherapy,level-up,38,,,,no
floette,Floette,Misty Terrain,level-up,43,,,,no
floette,Floette,Moonblast,level-up,46,,,,no
floette,Floette,Petal Dance,level-up,51,,,,no
floette,Floette,Solar Beam,level-up,58,,,,no
floette,Floette,Safeguard,level-up,10,,,,no
floette,Floette,Synthesis,level-up,38,,,,no
floette,Floette,Tearful Look,naturalized-rare-tm,,showdown-gen-9,egg,egg,yes
floette-eternal,Floette (Eternal Flower),Tackle,level-up,1,,,,no
floette-eternal,Floette (Eternal Flower),Vine Whip,level-up,1,,,,no
floette-eternal,Floette (Eternal Flower),Fairy Wind,level-up,6,,,,no
floette-eternal,Floette (Eternal Flower),Lucky Chant,level-up,10,,,,no
floette-eternal,Floette (Eternal Flower),Razor Leaf,level-up,15,,,,no
floette-eternal,Floette (Eternal Flower),Wish,level-up,20,,,,no
floette-eternal,Floette (Eternal Flower),Magical Leaf,level-up,25,,,,no
floette-eternal,Floette (Eternal Flower),Grassy Terrain,level-up,27,,,,no
floette-eternal,Floette (Eternal Flower),Petal Blizzard,level-up,33,,,,no
floette-eternal,Floette (Eternal Flower),Aromatherapy,level-up,38,,,,no
floette-eternal,Floette (Eternal Flower),Misty Terrain,level-up,43,,,,no
floette-eternal,Floette (Eternal Flower),Moonblast,level-up,46,,,,no
floette-eternal,Floette (Eternal Flower),Light of Ruin,level-up,50,,,,no
floette-eternal,Floette (Eternal Flower),Petal Dance,level-up,51,,,,no
floette-eternal,Floette (Eternal Flower),Solar Beam,level-up,58,,,,no
floragato,Floragato,Scratch,level-up,1,,,,no
floragato,Floragato,Tail Whip,level-up,1,,,,no
floragato,Floragato,Leafage,level-up,1,,,,no
floragato,Floragato,Bite,level-up,7,,,,no
floragato,Floragato,Hone Claws,level-up,10,,,,no
floragato,Floragato,Magical Leaf,level-up,13,,,,no
floragato,Floragato,Quick Attack,level-up,15,,,,no
floragato,Floragato,Seed Bomb,level-up,20,,,,no
floragato,Floragato,U-turn,level-up,24,,,,no
floragato,Floragato,Worry Seed,level-up,28,,,,no
floragato,Floragato,Slash,level-up,33,,,,no
floragato,Floragato,Energy Ball,level-up,38,,,,no
floragato,Floragato,Play Rough,level-up,42,,,,no
floragato,Floragato,Leaf Storm,level-up,46,,,,no
florges,Florges,Disarming Voice,level-up,1,,,,no
florges,Florges,Lucky Chant,level-up,1,,,,no
florges,Florges,Wish,level-up,1,,,,no
florges,Florges,Magical Leaf,level-up,1,,,,no
florges,Florges,Flower Shield,level-up,1,,,,no
florges,Florges,Grass Knot,level-up,1,,,,no
florges,Florges,Grassy Terrain,level-up,1,,,,no
florges,Florges,Petal Blizzard,level-up,1,,,,no
florges,Florges,Misty Terrain,level-up,1,,,,no
florges,Florges,Moonblast,level-up,1,,,,no
florges,Florges,Petal Dance,level-up,1,,,,no
florges,Florges,Aromatherapy,level-up,1,,,,no
florges,Florges,Solar Beam,level-up,1,,,,no
florges,Florges,Safeguard,level-up,1,,,,no
florges,Florges,Synthesis,level-up,1,,,,no
florges,Florges,Fairy Wind,level-up,6,,,,no
florges,Florges,Razor Leaf,level-up,15,,,,no
florges,Florges,Tackle,level-up,1,,,,no
florges,Florges,Vine Whip,level-up,1,,,,no
florges,Florges,Tearful Look,naturalized-rare-tm,,showdown-gen-9,egg,egg,yes
flutter-mane,Flutter Mane,Confuse Ray,level-up,1,,,,no
flutter-mane,Flutter Mane,Spite,level-up,1,,,,no
flutter-mane,Flutter Mane,Astonish,level-up,1,,,,no
flutter-mane,Flutter Mane,Psybeam,level-up,7,,,,no
flutter-mane,Flutter Mane,Mean Look,level-up,14,,,,no
flutter-mane,Flutter Mane,Memento,level-up,21,,,,no
flutter-mane,Flutter Mane,Wish,level-up,28,,,,no
flutter-mane,Flutter Mane,Dazzling Gleam,level-up,35,,,,no
flutter-mane,Flutter Mane,Shadow Ball,level-up,42,,,,no
flutter-mane,Flutter Mane,Mystical Fire,level-up,49,,,,no
flutter-mane,Flutter Mane,Power Gem,level-up,56,,,,no
flutter-mane,Flutter Mane,Psyshock,level-up,63,,,,no
flutter-mane,Flutter Mane,Phantom Force,level-up,70,,,,no
flutter-mane,Flutter Mane,Pain Split,level-up,77,,,,no
flutter-mane,Flutter Mane,Moonblast,level-up,84,,,,no
flutter-mane,Flutter Mane,Perish Song,level-up,91,,,,no
flutter-mane,Flutter Mane,Sunny Day,reminder,0,,,,no
flygon,Flygon,Bite,reminder,1,,,,no
flygon,Flygon,Sand Attack,level-up,1,,,,no
flygon,Flygon,Feint Attack,level-up,1,,,,no
flygon,Flygon,Sand Tomb,level-up,1,,,,no
flygon,Flygon,Crunch,reminder,33,,,,no
flygon,Flygon,Dragon Breath,level-up,35,,,,no
flygon,Flygon,Screech,level-up,41,,,,no
flygon,Flygon,Sandstorm,level-up,53,,,,no
flygon,Flygon,Hyper Beam,level-up,65,,,,no
flygon,Flygon,Sonic Boom,level-up,1,,,,no
flygon,Flygon,Supersonic,level-up,33,,,,no
flygon,Flygon,Dragon Claw,level-up,45,,,,no
flygon,Flygon,Dragon Tail,level-up,65,,,,no
flygon,Flygon,Mud-Slap,level-up,13,,,,no
flygon,Flygon,Bide,level-up,17,,,,no
flygon,Flygon,Bulldoze,level-up,21,,,,no
flygon,Flygon,Rock Slide,level-up,25,,,,no
flygon,Flygon,Earth Power,level-up,39,,,,no
flygon,Flygon,Earthquake,level-up,33,,,,no
flygon,Flygon,Uproar,level-up,40,,,,no
flygon,Flygon,Dragon Rush,level-up,47,,,,no
flygon,Flygon,Dragon Dance,reminder,1,,,,no
flygon,Flygon,Feint,reminder,1,,,,no
flygon,Flygon,Laser Focus,level-up,1,,,,no
flygon,Flygon,Dig,reminder,1,,,,no
flygon,Flygon,Superpower,reminder,1,,,,no
flygon,Flygon,Fissure,reminder,1,,,,no
flygon,Flygon,Astonish,reminder,1,,,,no
flygon,Flygon,Bug Buzz,level-up,28,,,,no
flygon,Flygon,Boomburst,level-up,68,,,,no
flygon,Flygon,Outrage,level-up,1,,,,no
flygon,Flygon,First Impression,naturalized-rare-tm,,scarlet-violet,egg,egg,yes
fomantis,Fomantis,Fury Cutter,level-up,1,,,,no
fomantis,Fomantis,Leafage,level-up,5,,,,no
fomantis,Fomantis,Razor Leaf,level-up,10,,,,no
fomantis,Fomantis,Growth,level-up,14,,,,no
fomantis,Fomantis,Ingrain,level-up,19,,,,no
fomantis,Fomantis,Leaf Blade,level-up,23,,,,no
fomantis,Fomantis,Synthesis,level-up,28,,,,no
fomantis,Fomantis,Slash,level-up,32,,,,no
fomantis,Fomantis,Sweet Scent,level-up,37,,,,no
fomantis,Fomantis,Solar Beam,level-up,41,,,,no
fomantis,Fomantis,Sunny Day,level-up,46,,,,no
fomantis,Fomantis,X-Scissor,level-up,30,,,,no
foongus,Foongus,Absorb,level-up,1,,,,no
foongus,Foongus,Growth,level-up,6,,,,no
foongus,Foongus,Astonish,level-up,8,,,,no
foongus,Foongus,Bide,level-up,12,,,,no
foongus,Foongus,Mega Drain,level-up,15,,,,no
foongus,Foongus,Ingrain,level-up,18,,,,no
foongus,Foongus,Feint Attack,level-up,20,,,,no
foongus,Foongus,Sweet Scent,level-up,24,,,,no
foongus,Foongus,Giga Drain,level-up,28,,,,no
foongus,Foongus,Toxic,level-up,32,,,,no
foongus,Foongus,Synthesis,level-up,35,,,,no
foongus,Foongus,Clear Smog,level-up,39,,,,no
foongus,Foongus,Solar Beam,level-up,43,,,,no
foongus,Foongus,Spore,level-up,50,,,,no
foongus,Foongus,Stun Spore,level-up,8,,,,no
foongus,Foongus,Poison Powder,naturalized-rare-tm,,scarlet-violet,egg,egg,yes
forretress,Forretress,Tackle,level-up,1,,,,no
forretress,Forretress,Protect,level-up,1,,,,no
forretress,Forretress,Self-Destruct,level-up,1,,,,no
forretress,Forretress,Take Down,level-up,15,,,,no
forretress,Forretress,Rapid Spin,level-up,22,,,,no
forretress,Forretress,Bide,level-up,29,,,,no
forretress,Forretress,Explosion,level-up,39,,,,no
forretress,Forretress,Spikes,level-up,49,,,,no
forretress,Forretress,Double-Edge,level-up,59,,,,no
forretress,Forretress,Zap Cannon,level-up,31,,,,no
forretress,Forretress,Toxic Spikes,level-up,1,,,,no
forretress,Forretress,Natural Gift,level-up,20,,,,no
forretress,Forretress,Payback,level-up,28,,,,no
forretress,Forretress,Mirror Shot,level-up,31,,,,no
forretress,Forretress,Iron Defense,level-up,38,,,,no
forretress,Forretress,Gyro Ball,level-up,45,,,,no
forretress,Forretress,Magnet Rise,level-up,57,,,,no
forretress,Forretress,Bug Bite,level-up,1,,,,no
forretress,Forretress,Autotomize,level-up,32,,,,no
forretress,Forretress,Heavy Slam,level-up,70,,,,no
forretress,Forretress,Reflect,level-up,20,,,,no
forretress,Forretress,Rollout,level-up,23,,,,no
forretress,Forretress,Curse,level-up,23,,,,no
forretress,Forretress,Power Trick,naturalized-rare-tm,,showdown-gen-9,egg,egg,yes
fraxure,Fraxure,Scratch,level-up,1,,,,no
fraxure,Fraxure,Leer,level-up,1,,,,no
fraxure,Fraxure,Assurance,level-up,1,,,,no
fraxure,Fraxure,Dragon Rage,level-up,1,,,,no
fraxure,Fraxure,Dual Chop,level-up,13,,,,no
fraxure,Fraxure,Scary Face,level-up,16,,,,no
fraxure,Fraxure,Slash,level-up,20,,,,no
fraxure,Fraxure,False Swipe,level-up,24,,,,no
fraxure,Fraxure,Dragon Claw,level-up,28,,,,no
fraxure,Fraxure,Dragon Dance,level-up,32,,,,no
fraxure,Fraxure,Taunt,level-up,36,,,,no
fraxure,Fraxure,Dragon Pulse,level-up,42,,,,no
fraxure,Fraxure,Swords Dance,level-up,48,,,,no
fraxure,Fraxure,Guillotine,level-up,54,,,,no
fraxure,Fraxure,Outrage,level-up,60,,,,no
fraxure,Fraxure,Giga Impact,level-up,66,,,,no
fraxure,Fraxure,Bite,level-up,1,,,,no
fraxure,Fraxure,Crunch,level-up,24,,,,no
fraxure,Fraxure,Laser Focus,level-up,33,,,,no
fraxure,Fraxure,Breaking Swipe,level-up,30,,,,no
fraxure,Fraxure,Focus Energy,level-up,33,,,,no
fraxure,Fraxure,First Impression,naturalized-rare-tm,,showdown-gen-9,egg,egg,yes
frigibax,Frigibax,Tackle,level-up,1,,,,no
frigibax,Frigibax,Leer,level-up,1,,,,no
frigibax,Frigibax,Dragon Tail,level-up,1,,,,no
frigibax,Frigibax,Icy Wind,level-up,6,,,,no
frigibax,Frigibax,Dragon Breath,level-up,12,,,,no
frigibax,Frigibax,Focus Energy,level-up,18,,,,no
frigibax,Frigibax,Bite,level-up,24,,,,no
frigibax,Frigibax,Ice Fang,level-up,29,,,,no
frigibax,Frigibax,Dragon Claw,level-up,32,,,,no
frigibax,Frigibax,Take Down,level-up,36,,,,no
frigibax,Frigibax,Ice Beam,level-up,40,,,,no
frigibax,Frigibax,Crunch,level-up,44,,,,no
frigibax,Frigibax,Icicle Crash,level-up,48,,,,no
frigibax,Frigibax,Freeze-Dry,naturalized-rare-tm,,scarlet-violet,egg,egg,yes
frillish-male,Frillish,Bubble,level-up,1,,,,no
frillish-male,Frillish,Water Sport,level-up,1,,,,no
frillish-male,Frillish,Absorb,level-up,5,,,,no
frillish-male,Frillish,Night Shade,level-up,9,,,,no
frillish-male,Frillish,Bubble Beam,level-up,13,,,,no
frillish-male,Frillish,Recover,level-up,17,,,,no
frillish-male,Frillish,Water Pulse,level-up,22,,,,no
frillish-male,Frillish,Ominous Wind,level-up,27,,,,no
frillish-male,Frillish,Brine,level-up,32,,,,no
frillish-male,Frillish,Rain Dance,level-up,37,,,,no
frillish-male,Frillish,Hex,level-up,43,,,,no
frillish-male,Frillish,Hydro Pump,level-up,49,,,,no
frillish-male,Frillish,Wring Out,level-up,55,,,,no
frillish-male,Frillish,Water Spout,level-up,61,,,,no
frillish-male,Frillish,Water Gun,level-up,1,,,,no
frillish-male,Frillish,Poison Sting,level-up,4,,,,no
frillish-male,Frillish,Shadow Ball,level-up,32,,,,no
frillish-male,Frillish,Whirlpool,level-up,36,,,,no
frillish-male,Frillish,Destiny Bond,level-up,44,,,,no
frillish-male,Frillish,Constrict,naturalized-rare-tm,,ultra-sun-ultra-moon,egg,egg,yes
froakie,Froakie,Pound,level-up,1,,,,no
froakie,Froakie,Growl,level-up,1,,,,no
froakie,Froakie,Bubble,level-up,5,,,,no
froakie,Froakie,Quick Attack,level-up,8,,,,no
froakie,Froakie,Lick,level-up,10,,,,no
froakie,Froakie,Water Pulse,level-up,14,,,,no
froakie,Froakie,Smokescreen,level-up,18,,,,no
froakie,Froakie,Round,level-up,21,,,,no
froakie,Froakie,Fling,level-up,25,,,,no
froakie,Froakie,Smack Down,level-up,29,,,,no
froakie,Froakie,Substitute,level-up,35,,,,no
froakie,Froakie,Bounce,level-up,39,,,,no
froakie,Froakie,Double Team,level-up,43,,,,no
froakie,Froakie,Hydro Pump,level-up,48,,,,no
froakie,Froakie,Water Gun,level-up,5,,,,no
frogadier,Frogadier,Pound,level-up,1,,,,no
frogadier,Frogadier,Growl,level-up,1,,,,no
frogadier,Frogadier,Bubble,level-up,5,,,,no
frogadier,Frogadier,Quick Attack,level-up,8,,,,no
frogadier,Frogadier,Lick,level-up,10,,,,no
frogadier,Frogadier,Water Pulse,level-up,14,,,,no
frogadier,Frogadier,Smokescreen,level-up,20,,,,no
frogadier,Frogadier,Round,level-up,23,,,,no
frogadier,Frogadier,Fling,level-up,28,,,,no
frogadier,Frogadier,Smack Down,level-up,33,,,,no
frogadier,Frogadier,Substitute,level-up,38,,,,no
frogadier,Frogadier,Bounce,level-up,44,,,,no
frogadier,Frogadier,Double Team,level-up,48,,,,no
frogadier,Frogadier,Hydro Pump,level-up,55,,,,no
frogadier,Frogadier,Water Gun,level-up,1,,,,no
froslass,Froslass,Powder Snow,level-up,1,,,,no
froslass,Froslass,Leer,level-up,1,,,,no
froslass,Froslass,Double Team,level-up,1,,,,no
froslass,Froslass,Astonish,level-up,1,,,,no
froslass,Froslass,Icy Wind,level-up,13,,,,no
froslass,Froslass,Confuse Ray,level-up,19,,,,no
froslass,Froslass,Ominous Wind,level-up,22,,,,no
